,District,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
518,Dewas,274995.0,134747.55,17049.69,59673.915,101014.0,30809.27,2626.364,78083.82199999999
519,Dhar,412348.0,232976.62,19380.356,79170.81599999999,103364.0,31732.748,3100.92,78970.096
520,Indore,200371.0,82953.594,9217.065999999999,83153.965,587947.0,136991.65099999998,15874.569000000001,530916.1410000001
521,Khargone (West Nimar),383543.0,218235.967,24163.209,49860.59,76620.0,22602.9,2451.84,56545.56
522,Barwani,250358.0,150715.516,13018.616000000002,25786.874000000003,48912.0,18293.088,2005.3919999999998,32330.832
523,Rajgarh,331894.0,200463.97599999997,21573.11,25887.731999999996,69823.0,24926.811,2234.3360000000002,42592.03
524,Vidisha,292579.0,132245.708,8777.37,33646.585,83830.0,25651.98,1760.43,59938.45
525,Bhopal,118893.0,55404.138,5112.398999999999,25561.995,581826.0,175129.62600000002,15127.476,488152.0140000001
526,Sehore,270427.0,117906.172,17848.182,58682.65899999999,59220.0,18535.86,1480.5,46843.02
527,Raisen,251272.0,116590.20799999998,18091.584000000003,46485.32,74441.0,27096.523999999998,2977.64,53597.52
528,Betul,318945.0,145438.92,15309.36,41143.905,87704.0,26574.312,2631.12,62796.06399999999
529,Harda,112714.0,47565.308000000005,8678.978000000001,43169.46199999999,31845.0,8438.925,1401.18,25253.085
530,Hoshangabad,209650.0,92036.35,21384.3,70861.7,105746.0,30349.102,3595.3639999999996,85231.276
531,Katni,276151.0,128410.215,12150.644000000002,23748.986,72880.0,20843.68,1749.12,47955.04
532,Jabalpur,272284.0,125795.20800000001,15520.188,72972.11200000001,352477.0,103628.23799999998,10221.832999999999,282686.554
533,Narsimhapur,230659.0,112792.25099999999,22604.582000000002,63431.225,53059.0,17880.883,3130.481,38096.361999999994
534,Dindori,218021.0,111626.75200000001,5886.567000000001,8066.777000000001,9774.0,3684.7980000000007,537.57,5405.022
535,Mandla,279674.0,120819.168,12025.982,18738.158,37258.0,10655.788,1490.32,24254.958
536,Chhindwara,413142.0,207810.42599999998,21070.242,50816.46600000001,140802.0,47168.67,5209.674,93351.726
537,Seoni,335045.0,151105.295,16417.205,50926.84,47542.0,13169.133999999998,1663.97,35133.538
538,Balaghat,400074.0,153228.342,21603.996,46808.657999999996,70793.0,20813.142,2406.962,44670.383
539,Guna,212765.0,104680.38,6170.185,15744.61,72320.0,24299.52,2386.56,43102.72
540,Ashoknagar,169606.0,74626.64,4579.362,11872.42,37135.0,14037.03,631.295,20907.005
541,Shahdol,233594.0,103248.54800000001,6774.226,17753.144,57846.0,16891.032,1561.842,36847.902
542,Anuppur,,,,,,,,
543,Sidhi,250953.0,95864.04600000002,4768.107,10289.072999999999,25916.0,6945.488,388.74,12698.84
544,Singrauli,228732.0,101557.00799999999,4345.907999999999,5032.104,58593.0,15878.703000000001,1523.4180000000001,30526.953
545,Jhabua,211080.0,132136.08,10765.08,12242.64,24713.0,6301.815,444.834,18979.584
546,Alirajpur,135866.0,84372.786,5434.64,6793.3,14662.0,4369.276000000001,381.21200000000005,11040.485999999999
547,Khandwa (East Nimar),265663.0,139207.41199999998,21253.04,46225.361999999994,63425.0,19725.175,2790.7,43953.525
548,Burhanpur,115979.0,56133.835999999996,7422.656000000001,21456.115,62861.0,26213.037,2451.5789999999997,43122.64599999999
549,Kachchh,488293.0,124026.42199999999,5371.223000000001,240240.15600000002,250982.0,53710.148,2509.82,220613.178
550,Banas Kantha,666773.0,258707.924,26670.92,114018.183,137424.0,32706.912,2061.36,107190.72
551,Patan,301483.0,112453.15899999999,11456.354,108232.397,102655.0,26177.025,1539.825,84587.72
552,Mahesana,476005.0,156129.63999999998,12376.13,211346.22,183738.0,40054.884,2388.594,156177.3
553,Sabar Kantha,544024.0,223593.86400000003,11424.504,169191.46400000004,121509.0,32928.939000000006,1944.1440000000002,93197.403
554,Gandhinagar,237624.0,86970.384,5465.352,101703.07199999999,195634.0,47734.695999999996,2543.242,158072.272
555,Ahmadabad,353169.0,143033.445,7063.38,116192.601,1845383.0,441046.53699999995,11072.298,1699597.7429999998
556,Surendranagar,340788.0,124046.832,7838.123999999999,70883.90400000001,159810.0,38034.78,2237.34,111867.0
557,Rajkot,459474.0,130490.616,6892.11,202168.56,721532.0,158015.508,7936.852000000001,624125.18
558,Jamnagar,347158.0,104494.558,5554.528,120810.98399999998,299167.0,68808.41,2991.67,250701.94599999997
559,Porbandar,96015.0,29188.56,2208.345,37541.865,87557.0,21539.022,1138.241,67769.118
560,Junagadh,489237.0,159980.499,8317.029,225049.02,287506.0,68713.934,4025.084,246392.642
561,Amreli,313714.0,90663.34599999999,5333.137999999999,163444.994,116899.0,28874.053,1168.99,91648.81600000002
562,Bhavnagar,387251.0,128567.33200000001,5808.765,124307.571,356826.0,91704.28199999999,3925.0860000000002,291170.016
563,Anand,413078.0,170601.21399999998,8674.638,170601.21399999998,208909.0,54525.249,2715.817,173394.47
564,Kheda,461479.0,194744.138,11536.975,117215.666,160547.0,40136.75,2408.205,126029.395
565,Panch Mahals,463363.0,233534.952,12047.438,78771.71,104238.0,25434.071999999996,1146.618,87664.158
566,Dohad,323697.0,192599.715,6797.637000000001,19745.517,52807.0,12462.452000000001,580.8770000000001,37915.426
567,Vadodara,547454.0,251828.84,10949.08,156024.39,692971.0,137901.229,5543.768,636840.349
568,Narmada,138121.0,60635.11899999999,1795.573,22099.36,22248.0,7497.576000000001,422.712,16619.256
569,Bharuch,300677.0,114858.614,4510.155,137710.066,181319.0,36626.437999999995,1087.914,162099.18600000002
570,The Dangs,52102.0,18913.025999999998,573.1220000000001,13181.806,7516.0,2014.2880000000002,52.611999999999995,4344.248
571,Navsari,267739.0,92369.955,3748.3459999999995,119143.855,141417.0,28283.4,1272.753,121194.369
572,Valsad,262410.0,104176.77,3411.33,72425.16,235981.0,58051.32600000001,2123.8289999999997,179345.56
573,Surat,369840.0,114280.56,4438.08,184550.16,1529998.0,302939.60400000005,7649.99,1435138.124
574,Tapi,192272.0,69794.73599999999,1922.72,44222.56,26217.0,7812.666,209.73600000000002,20318.175
575,Diu,9788.0,1243.076,29.364,4238.204,9062.0,969.6339999999999,18.124000000000002,6769.314
576,Daman,10006.0,2641.584,90.054,5733.437999999999,61073.0,22658.083000000002,366.43799999999993,53011.363999999994
577,Nandurbar,333440.0,163052.16,13004.16,74357.12,71572.0,20899.023999999998,2361.8759999999997,45448.22
578,Dhule,382777.0,143158.598,13014.418,71579.299,146013.0,33144.951,2336.208,95346.489
579,Jalgaon,796223.0,309730.747,43792.265,179946.39800000002,373565.0,101236.115,6350.605,242443.68500000003
580,Buldana,575405.0,269864.945,38552.135,167442.855,152787.0,52558.727999999996,5347.545,93047.283
581,Akola,308158.0,146375.05,21879.217999999997,95220.82199999999,196077.0,66274.026,7254.849,141763.671
582,Washim,274925.0,127290.275,18419.975,75604.375,55921.0,19963.797000000002,1453.9460000000001,37634.833
583,Amravati,508921.0,226978.766,33588.78599999999,209166.53100000002,272894.0,85415.82200000001,7913.9259999999995,214494.68399999998
584,Wardha,268486.0,117328.38200000001,25506.17,126725.392,120218.0,28852.32,4448.066000000001,94250.91200000001
585,Nagpur,430844.0,168029.16,35760.052,198619.08400000003,877522.0,207972.71399999998,24570.615999999995,789769.8
586,Bhandara,283843.0,123755.54800000001,22991.283,158384.39399999997,72575.0,18143.75,2467.55,61180.725
587,Gondiya,319702.0,128839.906,16624.504,151858.45,66813.0,18039.51,2204.8289999999997,51646.44899999999
588,Gadchiroli,293586.0,125067.636,25541.981999999996,65176.092000000004,37254.0,10058.58,1490.16,24550.386000000002
589,Chandrapur,451324.0,186396.812,50548.288,131335.284,233331.0,58799.412000000004,7933.254,167298.32700000002
590,Yavatmal,629243.0,295114.967,50968.683,137174.97400000002,168889.0,49484.477,6586.670999999999,115182.29800000001
591,Nanded,591119.0,302652.928,46107.282,113494.84799999998,230563.0,80697.05,9222.52,168772.116
592,Hingoli,242456.0,113226.952,14547.36,65220.664,41913.0,16220.331,1299.303,27536.841
593,Parbhani,293480.0,138816.04,24358.84,39032.84,133759.0,47885.721999999994,5885.396000000001,89484.77100000001
594,Jalna,404746.0,165945.86,27927.474000000002,118185.832,98084.0,35800.66,3040.6040000000003,68854.968
595,Nashik,904661.0,312108.045,50661.015999999996,265065.673,764271.0,185717.853,19106.775,528111.2609999999
596,Thane,713994.0,262749.792,41411.651999999995,283455.618,2904157.0,630202.069,31945.727000000003,2163596.965
597,Pune,1165718.0,278606.602,57120.182,720413.7239999999,2056739.0,429858.45099999994,26737.607000000004,1655674.895
598,Ahmadnagar,1041393.0,318666.25800000003,77063.082,407184.66300000006,282011.0,65144.541000000005,7050.275,207560.096
599,Bid,563114.0,230876.74,45049.12,86719.556,135457.0,41720.756,3928.2529999999997,93600.787
600,Latur,428616.0,171875.016,24431.112,106296.76800000001,157016.0,48046.89600000001,4082.416,122315.464
601,Osmanabad,367158.0,140254.35600000003,22763.796000000002,81509.076,77832.0,24594.912,2179.296,44986.89599999999
602,Solapur,779929.0,230858.98400000003,60834.462,250357.20900000003,376302.0,115901.016,7149.737999999999,229167.918
603,Satara,774522.0,215317.116,41049.666,542939.9219999999,200949.0,41596.443,5425.6230000000005,151515.546
604,Ratnagiri,538538.0,154560.406,22080.057999999997,361897.536,100824.0,16736.784,1915.6559999999997,82675.68
605,Sindhudurg,295847.0,81653.772,13608.962,220110.168,44989.0,10707.382,1349.67,39050.452
606,Kolhapur,796496.0,193548.52800000002,15929.92,592593.0240000001,382818.0,84985.59599999999,4593.816,285965.04600000003
607,Sangli,626872.0,171762.928,31970.471999999998,379257.56,226801.0,57380.653,5443.224,175997.57599999997
608,Adilabad,597466.0,213295.36200000002,38835.29,82450.308,220248.0,51758.28,6166.9439999999995,155715.336
609,Nizamabad,565165.0,179722.47,24302.095,166158.51,155133.0,39403.782,3412.9260000000004,132638.715
610,Karimnagar,877236.0,284224.464,44739.03599999999,300014.71200000006,288044.0,60489.24,5184.792,243109.13600000003
611,Medak,593653.0,205403.938,26120.732000000004,188781.654,195479.0,37922.926,2345.748,165375.234
612,Rangareddy,432098.0,110184.99,9506.156,187962.63,1129224.0,182934.288,7904.567999999999,1084055.04
613,Mahbubnagar,848963.0,261480.60400000002,52635.706000000006,151964.37699999998,161052.0,30599.88,2737.8839999999996,125781.612
614,Nalgonda,833504.0,285058.368,49176.736000000004,265887.77599999995,197433.0,47976.219000000005,3356.361,160315.59600000002
615,Warangal,758738.0,294390.344,64492.73,225345.186,288249.0,68315.01299999999,8359.221,237517.176
616,Khammam,669262.0,226879.818,34801.623999999996,250303.988,201363.0,45508.03800000001,4429.986000000001,171964.00200000004
617,Srikakulam,752752.0,241633.392,26346.32,96352.256,149684.0,32032.375999999997,2544.6279999999997,98641.75600000001
618,Vizianagaram,592458.0,183069.522,19551.113999999998,63393.005999999994,157056.0,31411.2,2984.064,104285.18400000001
619,Visakhapatnam,718847.0,213497.55899999998,23003.104,153833.258,660493.0,112283.81,7265.423000000001,551511.655
620,East Godavari,1199479.0,364641.61600000004,46779.681,563755.13,406362.0,84929.658,6908.154,354754.026
621,West Godavari,1007255.0,302176.5,48348.24,593273.195,248373.0,52406.70300000001,5464.206000000001,220306.85100000002
622,Krishna,909292.0,280061.936,40008.848000000005,511022.10400000005,567042.0,113975.44200000001,9639.714,527349.06
623,Guntur,1069877.0,331661.87,44934.834,497492.805,513113.0,112371.74699999999,9749.146999999999,442816.519
624,Prakasam,873486.0,260298.828,36686.412000000004,244576.08,214089.0,45386.867999999995,4281.78,165704.88600000003
625,Sri Potti Sriramulu Nellore,689137.0,192269.223,29632.891,175729.935,264376.0,43886.416000000005,5023.143999999999,208328.288
626,Y.S.R.,590589.0,129338.991,15355.314000000002,167727.27599999998,293504.0,54591.744000000006,3228.5440000000003,232161.664
627,Kurnool,783853.0,211640.31,25867.148999999998,216343.428,306982.0,64466.22,4297.748,223175.91400000002
628,Anantapur,902997.0,195950.349,26186.912999999997,198659.34,341431.0,71359.079,4438.603,260170.422
629,Chittoor,,,,,395900.0,58197.3,4750.8,322658.5
630,Belgaum,962777.0,370669.145,45250.519,178113.745,356198.0,90830.49,6767.762,257887.35200000004
631,Bagalkot,324799.0,139338.771,16889.548,23385.528000000002,165858.0,54567.282,6136.746,70489.65
632,Bidar,287134.0,162804.978,14356.7,25267.792,102269.0,30680.7,3068.07,69645.189
633,Raichur,330446.0,142752.67200000002,23461.666,33044.6,125402.0,38749.218,4514.472,63202.608
634,Koppal,272968.0,107549.39199999999,14194.336000000001,32756.16,64681.0,17269.827,2393.197,31305.604
635,Gadag,180066.0,75267.588,9183.366,16566.072,111906.0,39950.442,3804.8039999999996,47336.238
636,Dharwad,199707.0,80681.628,7788.572999999999,46132.317,283397.0,82185.13,5667.94,232385.54
637,Uttara Kannada,334281.0,160789.161,21393.984,169146.18600000002,140511.0,52410.602999999996,4496.352,113251.866
638,Haveri,315076.0,141469.124,15753.8,88851.43199999999,98488.0,29447.911999999997,2856.152,68646.136
639,Bellary,371604.0,148269.99599999998,20066.616,44964.083999999995,251876.0,72540.288,7556.28,159941.26
640,Chitradurga,349704.0,157366.8,20632.536,66793.464,97644.0,30953.147999999997,1952.88,72158.91600000001
641,Davanagere,354680.0,163507.48,20571.44,105694.64,176011.0,54035.377,4928.308,142392.899
642,Shimoga,352444.0,161419.35199999998,25728.411999999997,217810.392,201662.0,64935.164000000004,6453.184,176857.57400000002
643,Udupi,269817.0,93086.865,11332.314000000002,225567.012,115572.0,28893.0,2427.012,110949.12
644,Chikmagalur,311660.0,141805.3,17141.3,168608.06,80766.0,24633.63,2342.214,72204.804
645,Tumkur,685443.0,280346.187,39755.693999999996,125436.069,204799.0,57138.920999999995,5119.975,168959.175
646,Bangalore,300576.0,86565.888,7514.4,224830.848,2967384.0,590509.416,32641.224000000002,2872427.712
647,Mandya,458867.0,202819.21400000004,20649.015,126188.425,103435.0,31961.415,3206.485,88850.665
648,Hassan,496103.0,241602.16100000002,30758.386000000002,132459.501,132878.0,39464.766,3189.072,119457.32200000001
649,Dakshina Kannada,332919.0,135830.952,12318.003,293301.63899999997,317373.0,83469.099,5077.968000000001,309756.04799999995
650,Kodagu,181182.0,72472.8,8334.372,142771.416,31792.0,10618.528,1017.344,30838.24
651,Mysore,540596.0,259486.08,28651.588,145960.92,380386.0,108410.01,8368.492,358323.612
652,Chamarajanagar,262680.0,124773.0,18387.6,40452.72,57200.0,21392.8,2574.0,36779.6
653,Gulbarga,400704.0,173905.53599999996,14826.048,18031.68,199303.0,57399.264,2989.545,135924.646
654,Yadgir,207787.0,106386.944,11428.285,8934.841,55208.0,18991.552,1601.032,22193.616
655,Kolar,326567.0,133565.903,16654.917,83274.585,151042.0,47729.272000000004,2416.672,121135.68400000001
656,Chikkaballapura,315649.0,120893.567,15466.801000000001,72599.27,94053.0,26240.786999999997,1504.8480000000002,79286.67899999999
657,Bangalore Rural,231052.0,84333.98,8548.924,174444.26,95410.0,27764.31,1621.97,87109.33
658,Ramanagara,266950.0,116123.25,18152.6,74746.0,84834.0,29013.228000000003,2714.688,75078.09
659,North Goa,115859.0,26647.57,2085.462,79595.133,209230.0,41009.08,2301.53,178473.19
660,South Goa,88620.0,20737.079999999998,1772.4,65401.56,162873.0,39741.011999999995,2443.095,138767.796
661,Kasaragod,251641.0,80273.47899999999,19124.716,223457.208,166164.0,30740.34,4486.428000000001,160514.424
662,Kannur,306288.0,95255.56800000001,18989.856,294955.344,566191.0,109841.05399999999,11890.011,557698.135
663,Wayanad,266183.0,94228.78199999999,23956.47,244089.81100000002,11805.0,4722.0,649.275,11250.165
664,Kozhikode,323793.0,87747.903,21370.338,314079.21,666543.0,128642.799,23995.548000000003,654545.226
665,Malappuram,634543.0,175133.86800000002,26650.806,612333.995,522586.0,111310.81800000001,13064.65,514747.21
666,Palakkad,665899.0,235728.24599999998,35958.546,587322.9180000001,228442.0,64192.202000000005,7538.585999999999,216791.458
667,Thrissur,336748.0,118535.29600000002,17174.147999999997,326308.81200000003,715119.0,203808.915,29319.879,702961.9770000001
668,Ernakulam,369694.0,109429.424,18484.7,358233.48600000003,804997.0,179514.331,24954.907000000003,791312.051
669,Idukki,391610.0,172700.01,32503.630000000005,347358.07,20823.0,4893.405,291.522,20677.238999999998
670,Kottayam,481967.0,168688.45,22170.481999999996,462688.32,196194.0,51991.41,5101.044,192662.508
671,Alappuzha,331419.0,99094.281,25519.263000000003,301259.87100000004,392117.0,104695.239,25487.605,371334.799
672,Pathanamthitta,414992.0,125327.584,20334.608,388847.50399999996,57848.0,13709.975999999999,1619.744,55534.08
673,Kollam,523715.0,156590.785,39278.625,487054.95,401415.0,97945.26,22077.825,386964.06
674,Thiruvananthapuram,559293.0,191278.206,57047.886,513990.26700000005,609824.0,157944.416,37199.263999999996,587260.512
675,Thiruvallur,387237.0,125464.78799999999,12778.820999999998,109588.071,732196.0,132527.47600000002,7321.96,650190.048
676,Kancheepuram,438799.0,139099.283,10092.377,128568.10700000002,774705.0,136348.08000000002,6197.64,663147.48
677,Vellore,653499.0,181672.72199999998,15030.476999999999,125471.80799999999,486801.0,102228.21,7302.015,346602.31200000003
678,Tiruvannamalai,563102.0,163299.58,12951.345999999998,70387.75,147061.0,27500.406999999996,1911.7930000000001,95736.711
679,Viluppuram,808042.0,290895.12,16160.84,106661.54399999998,159272.0,37906.736000000004,2389.08,104482.43199999999
680,Salem,572813.0,184445.78600000002,13174.698999999999,83630.698,597539.0,145799.516,7768.0070000000005,328048.91099999996
681,Namakkal,370357.0,94070.67799999999,6666.4259999999995,115551.384,257127.0,62481.861000000004,3085.5239999999994,140391.342
682,Erode,411286.0,117627.79600000002,8225.72,138603.382,432398.0,102910.724,4756.378000000001,275869.924
683,The Nilgiris,112126.0,38795.596,2354.646,47429.297999999995,151979.0,55320.356,2887.6009999999997,89515.631
684,Dindigul,443818.0,139802.67,7988.724,83881.602,269724.0,69858.516,3776.136,154821.576
685,Karur,212241.0,61549.89,4669.302,48815.43,152420.0,30636.42,1371.78,102273.82
686,Tiruchirappalli,452707.0,134906.686,10864.968,108649.68,423020.0,90526.28,5076.24,313880.84
687,Perambalur,155413.0,46934.725999999995,3419.0860000000002,24244.428,33179.0,5607.251,298.61100000000005,18314.808
688,Ariyalur,223955.0,84878.945,7614.47,31801.61,30322.0,8399.194,606.44,15555.185999999998
689,Cuddalore,497429.0,193499.88099999996,11938.295999999998,98988.371,260780.0,68845.92,3911.7,178895.08
690,Nagapattinam,399016.0,178360.15200000003,12768.512000000002,124492.992,118724.0,36804.44,2849.3759999999997,82750.62800000001
691,Thiruvarur,321331.0,143956.288,13174.570999999998,101219.265,86848.0,24230.591999999997,1476.4160000000002,63225.344
692,Thanjavur,479070.0,206479.17,21558.15,137972.16,274302.0,78724.674,5486.04,205177.89599999998
693,Pudukkottai,399712.0,157886.24,16787.904000000002,70749.02399999999,104229.0,26161.479000000003,1667.6640000000002,72230.69699999999
694,Sivaganga,309224.0,98024.00799999999,9276.72,73904.536,143193.0,31502.46,2004.7019999999998,112406.505
695,Madurai,417718.0,134087.478,8772.078000000001,86467.62599999999,592723.0,102541.079,4741.784000000001,502629.104
696,Theni,189328.0,66643.456,3975.888,46953.344000000005,221295.0,66167.205,2876.835,115073.4
697,Virudhunagar,363782.0,98221.14,6184.294,53112.172,370942.0,71591.80600000001,3338.478,173971.798
698,Ramanathapuram,290478.0,99924.43199999999,8714.34,65357.55,126761.0,31817.011000000002,2028.1760000000002,89493.266
699,Thoothukkudi,336078.0,112586.13,6721.56,94773.996,300661.0,69753.352,3908.593,219783.191
700,Tirunelveli,547962.0,166032.486,8767.392,181923.38400000002,516705.0,129692.955,5683.755,325007.445
701,Kanniyakumari,104253.0,37114.068,2814.831,86634.24299999999,493788.0,162950.04,14813.64,436508.592
702,Dharmapuri,396819.0,131347.089,9920.475,42459.633,91107.0,20954.61,1457.7120000000002,53753.13
703,Krishnagiri,437988.0,143222.076,9635.736,84093.696,142552.0,26087.016,855.312,111618.216
704,Coimbatore,284795.0,78033.83,4556.72,94836.735,884957.0,213274.63700000002,7079.656000000001,689381.5030000001
705,Tiruppur,356886.0,98500.536,6067.062,110277.774,538022.0,126973.19200000001,3766.1539999999995,403516.5
706,Karaikal,35618.0,13107.423999999999,747.9780000000001,16954.168,33715.0,7080.15,404.58,25083.96
707,South Andaman,34901.0,11691.835,1221.535,22580.947,50631.0,10835.034,607.572,44454.018
